VENDOR NUMBER,VENDOR NAME 1,VENDOR ADDRESS 1,VENDOR NAME 2,VENDOR ADDRESS 2,VENDOR CITY,VENDOR STATE,VENDOR ZIP,VENDOR COUNTRY,VENDOR CONTACT NAME,VENDOR CONTACT TITLE,VENDOR CONTACT PHONE,VENDOR CONTACT EXTENSION,VENDOR MINORITY CODE
30597,HELEN RUTLEDGE,19904 PECAN HILL DRIVE,,,ZACHARY,LA,70791,UNITED STATES,,,,,MNW
30711,FORMLABS,35 MEDFORD ST SUITE #1,,,SOMERVILLE,MA,2143,UNITED STATES,RYAN LUIS,CELL,,,
30724,SERVIETTE WHEELER,2164 VIRGINIA ST,,,BATON ROUGE,LA,70802-6775,UNITED STATES,TROY JOHNSON,CELL,,,
30725,KENNETH P HARRIS JR,634 S 16TH ST,,,BATON ROUGE,LA,70802-4011,UNITED STATES,KENNETH HARRIS,,,,
30727,DAVID FOSTER JR,2745 GORE RD,,,BATON ROUGE,LA,70807-2065,UNITED STATES,,,,,
30729,JHIMERE Y WILSON,6044 S HOWELL DR,,,BATON ROUGE,LA,70805-7237,UNITED STATES,,,,,
30732,SIGN WAREHOUSE INC,2614 TEXOMA DR,,,DENISON,TX,75020,UNITED STATES,CARON YARBROUGH,ACCTS REC,,2811,
30904,THOMPSON CONTRACT INC,41 KEYLAND COURT,,,BOHEMIA,NY,11716,UNITED STATES,JUSTIN T THOMPSON,NATL SALES MGR,,,
30906,BOONE SERVICES LLC,9143 SOUTH TIGER BEND RD,,,BATON ROUGE,LA,70817,UNITED STATES,TRACY BOONE,OFFICE MANAGER,,,
30956,ENTERGY GULF STATES LOUISIANA LLC,639 LOYOLA AVE,,,NEW ORLEANS,LA,70113-3125,UNITED STATES,,,,,
30963,RONALD G BIRCHARD,P O BOX 1438,D/B/A BIRCHARD CO,,CLAREMONT,CA,91711,UNITED STATES,RON BIRCHARD,CELL,,,
31010,OOK JANITORIAL SERVICES INC,11628 S CHOCTAW BLVD STE 251,,,BATON ROUGE,LA,70815,UNITED STATES,OMAR JAMES,CELL,,,
31014,COOGAN & COOGAN INC,1590 W CAUSEWAY APPROACH STE 1,,,MANDEVILLE,LA,70471,UNITED STATES,JERRY COOGAN,CELL,,,
31181,IPC PRINTING LLC,11632 INDUSTRIPLEX BLVD,,,BATON ROUGE,LA,70809,UNITED STATES,DAVID DOUCET,,,,
31250,LEWIS MOHR REAL ESTATE INSURANCE,11051 COURSEY BLVD #A,AGENCY LLC,,BATON ROUGE,LA,70895,UNITED STATES,,,,,
31278,UNIVERSAL ACOUSTIC & EMISSION TECH,1925 HWY 51 & 138,,,STOUGHTON,WI,53589,UNITED STATES,KRISTIE,,,,
31630,INTERNATIONAL E-Z UP INC,1601 IOWA AVENUE,,,RIVERSIDE,CA,92507,UNITED STATES,BRITTANY SCHWARDT,,,,
31631,DANIEL T CALONGNE & ASSOC INC,7911 WRENWOOD BLVD STE D,,,BATON ROUGE,LA,70809,UNITED STATES,DANIEL CALONGNE,P E,,,
31751,BARNEY'S INC,218 FOUR PARK RD,D/B/A BARNEY'S POLICE SUPPLIES,,LAFAYETTE,LA,70507-2481,UNITED STATES,DUSTIN DINNAT,,,,
31753,FOX SCIENTIFIC INC,8221 EAST FM 917,,,ALVARADO,TX,76009,UNITED STATES,NELSON WARREN,SALES,,,MN
31755,PEREGRINE CORP,11850 BOYLAN AVENUE,BUSINESS PRODUCTS & SERVICES,,BATON ROUGE,LA,70809,UNITED STATES,TERRY P ORILLION,SALES,,,
31760,REED ELSEVIER INC,1000 ALDERMAN DRIVE,D/B/A LEXISNEXIS RISK SOLUTIONS,,ALPHARETTA,GA,30005,UNITED STATES,PROPOSAL WRITER,,,,
31803,SWARCO REFLEX INC,PO BOX 1558,,,MEXIA,TX,76667-1558,UNITED STATES,JORGE SALAZAR,CUSTOMER SERV,,,
31804,TRAFFIC SIGNAL CABLE,333 JERICHO TPKE STE 124,,,JERICHO,NY,11753,UNITED STATES,ANGELA,,,,
31904,ALVIN FAIRBURN & ASSOCIATES INC,PO BOX 1173,,,DENHAM SPRINGS,LA,70727-1173,UNITED STATES,,,,,
31930,PROFESSIONAL SEWER REHABILITATION,PO BOX 15789,INCORPORATED,,BATON ROUGE,LA,70895,UNITED STATES,LES ALLEN JR,PRESIDENT,,,
31979,LEO LLC,17170 PERKINS ROAD,,,BATON ROUGE,LA,70810,UNITED STATES,VICTOR LEOTTA,CELL,,,
32037,IDENTITY L LINKS,6211 W HOWARD,,,NILES,IL,60714,UNITED STATES,MICHAEL SIEGEL,CELL,,,
32068,BUILDING OFFICIALS ASSOCIATION,POST OFFICE BOX 4327,OF LOUISIANA,,BATON ROUGE,LA,70821,UNITED STATES,**9/29/09 NEW ADDRESS ON INV,,,,
32139,FRANK HILLYARD,4464 REBELLE LN,,,PORT ALLEN,LA,70767,UNITED STATES,**PER CALL TO VENDOR UPDATED,,,,
32142,BOTACH TACTICAL,3423 WEST 43RD PLACE,,,LOS ANGELES,CA,90008,UNITED STATES,MICAH SANTOS,SALES REP,,,
32250,MONITA SKIDMORE,3608 GOVERNMENT ST APT 4,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,MNW
32392,VERIZON BUSINESS NETWORK SERV INC,500 E JOHN CARPENTER FREEWAY,,,IRVING,TX,75062,UNITED STATES,CATHY LARSON,CELL PHONE,,,
32461,DELTA CONTRACTING CO INC,1806 ROSELAWN AVE,,,MONROE,LA,71201,UNITED STATES,RHONDA HUFF,,,,
32502,HOWARD TECHNOLOGY SOLUTIONS,P O BOX 1590,,,LAUREL,MS,39441,UNITED STATES,LES MCNEIL,BID SPECIALIST,,5055,
32511,CRUMP WILSON ARCHITECTS LLC,5721 S SHERWOOD FOREST BLVD,,,BATON ROUGE,LA,70816-6034,UNITED STATES,MICHAEL B WILSON AIA,CONSULTANT,,,
32604,LOUISIANA LEADERSHIP INSTITUTE,5763 HOOPER RD,,,BATON ROUGE,LA,70811,UNITED STATES,,,,,
32709,DOR-O-MATIC OF THE GULF STATES INC,PO BOX 9173,,,MOBILE,AL,36691,UNITED STATES,ELLEN PIERCE,,,,
32769,BOB'S PAINTING COMPANY,11124 CEDAR PARK AVE STE E,,,BATON ROUGE,LA,70809,UNITED STATES,ROBERT (BOB) CASH,,,,
32783,LEIGH FISHER ASSOC,555 AIRPORT BLVD FL 3,,,BURLINGAME,CA,94010-2000,UNITED STATES,NICK DAVIDSON,PRESIDENT,,,
32786,PEARSON EDUCATION,P O BOX 409479,,,ATLANTA,GA,30384-9479,UNITED STATES,,,,,
32848,ABLE SPRING & ALIGNMENT INC,11212 CEDAR PARK AVE,,,BATON ROUGE,LA,70809,UNITED STATES,JOAN KERNER,VICE PRESIDENT,,,
32853,GENTRY & HOLDER FLOORS INC,501 W 67TH STREET,,,SHREVEPORT,LA,71106,UNITED STATES,ROLAND HOLDER,PRESIDENT,,,
32854,E B FEUCHT & SONS INC,3974 HWY 190,,,EUNICE,LA,70535,UNITED STATES,ROBERT FEUCHT,,,,
32885,SMG-OPERATIONS DEVELOPMENT,701 MARKET ST STE 4400 4TH FLOOR,INDEPENDENCE CENTER,,PHILADELPHIA,PA,19106,UNITED STATES,BOB JOHNSON,VICE PRESIDENT,,,
32894,DANNY TUTT,235 MARILYN DR UNIT 15891,D/B/A ANDRE'S AIR & HEAT,,BATON ROUGE,LA,70895-5207,UNITED STATES,DANNY TUTT,OWNER,,,
33003,INDUSTRIAL CHEMICALS CORPORATION,4631 W 58TH AVE,,,ARVADA,CO,80002-9004,UNITED STATES,MATT GRENIER,CELL,,,
33028,ACME SUPPLY CO LTD,10 CEDAR SWAMP RD SUITE #7,,,GLEN COVE,NY,11542,UNITED STATES,SANDRA BAILEYN,,,,SBE
33234,DAVID MOVING COMPANY / NORTH,13455 S HARRELL'S FERRY RD,AMERICAN VAN LINES,,BATON ROUGE,LA,70816,UNITED STATES,WYNETTE MCDONALD,ACCOUNT SALES,,,
33239,GOODWILL INDUSTRIES OF SOUTHEASTERN,3400 TULANE AVE STE 1000,LOUISIANA INC,,NEW ORLEANS,LA,70119,UNITED STATES,,,,,
33279,RIVER PARISH APPRAISERS INC,9135 ELLIOTT RD,MARCELLE NIPPER SRA CRA SR/WA,,BATON ROUGE,LA,70817,UNITED STATES,MARCELLE NIPPER,SRA,,,NON-M WBE
33444,APPLIED BUSINESS CONCEPTS,17991 OLD PERKINS ROAD EAST STE A,,,BATON ROUGE,LA,70809,UNITED STATES,BEN RAGUSA,PRESIDENT,,,
33466,CARTER PUMP,326 S DEAN ST,,,ENGLEWOOD,NJ,07631-9961,UNITED STATES,,,,,
33572,EMERGENT METHOD LLC,453 LAFAYETTE ST STE B,,,BATON ROUGE,LA,70802,UNITED STATES,ABBIE SPEYRER,,,,NON-M WBE
33656,CAPITOL FREIGHTLINER,4747 SHERWOOD COMMON,,,BATON ROUGE,LA,70815,UNITED STATES,ROBERT WENDT,FLEET MGR,,,
33683,LOUISIANA VEGETATION MANAGEMENT INC,PO BOX 83812,,,BATON ROUGE,LA,70884,UNITED STATES,,,,,
33689,GAVEL & GOWN SOFTWARE INC,365 BAY STREET SUITE #700,,,TORONTO,ON,M5H2V1,UNITED STATES,**CHANGED ADDRESS PER NOTE FRO,M,,,
33797,SOUTHERN UNIVERSITY & A & M COLLEGE,V C OF RESEARCH,ATTN: DR MILDRED SMALLEY,PO BOX 9272,BATON ROUGE,LA,70813,UNITED STATES,DR MILDRED SMALLEY,V C OF RESEARCH,,,
33922,MIKE GERALDS TRAILER DEPOT,6800 AIRLINE HWY,,,BATON ROUGE,LA,70805,UNITED STATES,** USE V# 36919 MCCLAINS TRAIL,ERS IS PARENT,,,
34081,NEW ORLEANS VIDEO ACCESS CENTER INC,532 LOUISA ST,NOVAC INC,,NEW ORLEANS,LA,70117,UNITED STATES,DARCY MCKINNON,CELL,,,NON-M WBE
34082,DOMAIN ARCHITECTURE,8316 KELWOOD AVE,,,BATON ROUGE,LA,70806,UNITED STATES,SIT WONG,,,,
34307,LOUISIANA CEMENT PRODUCTS LLC,PO BOX 15946,,,BATON ROUGE,LA,70895,UNITED STATES,,,,,
34362,MISONIX INC,1938 NEW HIGHWAY,,,FARMINGDALE,NY,11735,UNITED STATES,JON WEIN,SENIOR SALES SP,,,
34451,POST ARCHITECTS/WASHER-HILL &,ARCHITECTURAL CORP JOINT VENTURE,LIPSCOMB,BRICKSOME AVE,BATON ROUGE,LA,12032,UNITED STATES,RAYMOND POST,PARTNER,,,
34461,CORPORATE GREEN COMPANY,14461 FRENCHTOWN RD,GREEN SEASONS,,GREENWELL SPRINGS,LA,70739-3222,UNITED STATES,ADAM CASSELBERRY,,,,NON-M WBE
34675,JOSEPH C WILSON,3769 SHOLAR COURT,ARBOR TECH TREE SERVICE LLC,,BATON ROUGE,LA,70809,UNITED STATES,JOE WILSON,CELL,,,
34681,MORPHO TRUST USA LLC,296 CONCORD RD STE 300,,,BILLERICA,MA,01821-3487,UNITED STATES,DINO REDMOND,CELL,,,
34769,CAPITAL AREA HUMAN SERVICE DISTRICT,4615 GOVERNMENT ST BUILDING 2,ADMINISTRATIVE OFFICE 2ND FLOOR,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
34819,ACCUSCREEN SYSTEMS,1038 MAIN STREET,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
34836,PAUL HERMAN,11834 MARKET PLACE AVE #C,,,BATON ROUGE,LA,70816,UNITED STATES,PAUL HERMAN,PRESIDENT,,,
34839,A/C SUPPLY INC,4696 SOUTHPARK DR,,,BATON ROUGE,LA,70816,UNITED STATES,RON SAMERVILLE,,,,
35008,CMI INC,316 EAST NINTH STREET,,,OWENSBORO,KY,42303,UNITED STATES,T S MYERS,,,,
35111,INTERSYSTEMS C/O RAN-LE ASSOCIATES,PO BOX 1108,,,MANDEVILLE,LA,68137,UNITED STATES,JAMES DUGGER,SALES MANAGER,,,
35192,AB HOME BUILDERS LLC,4354 DICKENS DR,ROBERT WHITE,,BATON ROUGE,LA,70812,UNITED STATES,ROBERT WHITE,OWNER,,,MN
35218,COMMUNITY ASSOCIATION FOR THE,440 NORTH FOSTER DRIVE,WELFARE OF SCHOOL CHILDREN,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
35276,ALISON WISECARVER,5309 DAVID DR,BATON ROUGE FILM COMMISSION,,KENNER,LA,70065,UNITED STATES,ALISON WISECARVER,,,,NON-M WBE
35332,SUNBELT RENTALS INC,300 WOODDALE BLVD,,,BATON ROUGE,LA,70806,UNITED STATES,GENE THOMAS,SALES,,,
35574,EQUIFAX INFORMATION SERVICES LLC,P O BOX 105835,,,ATLANTA,GA,30348-5835,UNITED STATES,**IS A SUBSIDIARY OF,,,,
35580,LAFAYETTE RESTAURANT SUPPLY,1103 HUGH WALLIS RD S,,,LAFAYETTE,LA,70508,UNITED STATES,SCOTT SPURLOCK,CELL,,,
35717,PEAK ENTERPRISES INC,29424 S MONTPELIER RD,,,ALBANY,LA,70711,UNITED STATES,BOBBI AND SAMMIE,,,,SBE
35815,STRYKER MEDICAL,3800 EAST CENTRE AVE,,,PORTAGE,MI,49002,UNITED STATES,TERRY PETERMAN,SERVICE SPECIAL,,6536,
35852,CHARLES R KELLY,6111 MAPLEWOOD DR,,,BATON ROUGE,LA,70812,UNITED STATES,**SERVICES ONLY/50085 IF FOR,,,,
35944,NEW ORLEANS GLASS CO INC,PO BOX 19628,,,NEW ORLEANS,LA,70179,UNITED STATES,TINA LEDET (TINA@SOWALLS.COM),,,,
35972,SPARKHOUND LLC,11207 PROVERBS AVE,,,BATON ROUGE,LA,70816,UNITED STATES,,,,,
36103,LANTEC OF LOUISIANA LLC,P O BOX 40314,,,BATON  ROUGE,LA,70835,UNITED STATES,**UPDATED ADDRESS PER EMAIL,,,,
36209,FLOYD HEURTIN JR MSW,2146 OAKDALE DRIVE,,,BATON ROUGE,LA,70810,UNITED STATES,**12/28/09 CHNGD ADDRESS AS,,,,
36345,SIDES INC,322 S STAE HIGHWAY 16 S,,,GOLDTHWAITE,TX,76844-3404,UNITED STATES,MIKE SIDES,CELL,,,
36379,SISTERS OF ST JOSEPH- ST PAUL ADULT,3920 GUS YOUNG AVENUE,LEARNING CENTER & YOUTH SERVICES,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
36425,CENTURION TECHNOLOGIES INC,512 RUDDER ROAD,,,FENTON,MO,63026,UNITED STATES,LARRY ADDISON,SALES,,,
36507,CONTRACT FURNITURE GROUP,201 JAMES DRIVE EAST,,,SAINT ROSE,LA,70087,UNITED STATES,JULIO,CELL,,,SBE
36515,ISCOLA INC,P O BOX 82679,BRANCH 001 ISCOLA BATON ROUGE,,BATON ROUGE,LA,70884-2679,UNITED STATES,STEPHEN JUNG,SALES,,,
36542,MERRY X-RAY/SOURCEONE HEALTHCARE,4444 VIEWRIDGE AVE STE 1,INC,,SAN DIEGO,CA,92123,UNITED STATES,,,,,
36583,BONAVENTURE CO INC,PO BOX 43,,,RAYNE,LA,70578,UNITED STATES,TOMI,,,,
36645,"URS CORPORATION, A NEVADA",7389 FLORIDA BLVD STE 300,CORPORATION,,BATON ROUGE,LA,70806,UNITED STATES,PETER ROMANOWSKY,OFFICE MANAGER,,,
36714,EQUIPMENT SERVICE & INSTALLATION,11881 DUNLAY AVE,,,BATON ROUGE,LA,70809,UNITED STATES,JOHN LANDRY,CELL,,,
36791,VICTOR STANLEY INC,PO DRAWER 330,,,DUNKIRK,MD,20754,UNITED STATES,DEBORAH ELMORE,CR. ADMINISTR,,,
36800,PLAN B INC,1802 SHIPMAN DR,,,SAN ANTONIO,TX,78219,UNITED STATES,,,,,NON-M WBE
36815,PAUL HERMAN & ASSOCIATES,11834 MARKET PLACE AVE #C,,,BATON ROUGE,LA,70816,UNITED STATES,**CLOSED PER CALL FROM VENDOR,,,,
36947,FRANCIS C MCMAINS III,643 ST JOSEPH ST,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
36982,PELICAN COMPUTER,5624 HEEBE ST,,,HARAHAN,LA,70123-5512,UNITED STATES,,,,,
37288,ACCESS TO BETTER COMMUNICATION,768 CHEVELLE DR,LISA T SUIRE,,BATON ROUGE,LA,70806,UNITED STATES,LISA SUIRE,,,,
37387,CONVENIENT CARE LLC,3333 DRUSILLA LANE STE B,DBA LAKE AFTER HOURS/TOT OCCUP MED,,BATON ROUGE,LA,70809,UNITED STATES,****ADDRESS CHG 6/10/05*****,,,,
37917,ISAIAH MARSHALL,4008 BRADY ST,,,BATON ROUGE,LA,70805,UNITED STATES,,,,,
37932,R-K CONTRACTORS LLC,14948 JEFFERSON HWY,,,BATON ROUGE,LA,70817,UNITED STATES,,,,,
37979,DR MARIANNE D FAIRCHILD,6515 HIGHWAY 77,,,FORDOCHE,LA,70732,UNITED STATES,**CHANGED FROM BATON ROUGE,,,,
37986,NEW MOUNTAIN INNOVATIONS INC,6 HAWTHORNE RD,,,OLD LYME,CT,06371-1518,UNITED STATES,RAYMOND YOUNG,CELL,,,
37988,AZTECH GRAPHICS INC,4156 W E HECK COURT,DBA OBJECT 9,,BATON ROUGE,LA,70816,UNITED STATES,ANDREW GUTOWSKI,VICE PRESIDENT,,,
38039,JAMES C GIST III,2444 79TH AVE,,,BATON ROUGE,LA,70807,UNITED STATES,GISTJ7@YAHOO.COM,,,,MN
38074,A T & T MOBILITY,PO BOX 530016,,,ATLANTA,GA,30353-0016,UNITED STATES,EMPLOYEE GARNISHMENT SHOULD,,,,
38132,ARTHUR G ROOT IV,17962 HERITAGE ESTATES DRIVE,ROOT TELEVISION PRODUCTIONS LLC,,BATON ROUGE,LA,70810,UNITED STATES,,,,,
38148,LOUISIANA SCHOOL EQUIPMENT CO LLC,330 LEE DRIVE SUITE B,,,BATON ROUGE,LA,70808,UNITED STATES,CRISTI MCDANIEL,PRESIDENT,,,
38201,RANI GREGORY WHITFIELD MD,429 E AIRPORT DRIVE STE 4,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,BLK AMER
38323,CONTROLWORX LLC,17630 PERKINS RD WEST STE,,,BATON ROUGE,LA,70195,UNITED STATES,RANDY OTTS,CUSTOMER SERV,,,
38327,CUSTOM PRODUCTS CORP,PO BOX 54091,,,JACKSON,MS,39288-4091,UNITED STATES,DEBBIE WEATHERSBY,CUSTOMER SERVIC,,,
38443,TAIMERICA MANAGEMENT COMPANY,347 GIROD ST,,,MANDEVILLE,LA,70448,UNITED STATES,ED BEE,PRESIDENT,,,
38452,UPSTATE WHOLESALE SUPPLY INC,7647 MAIN ST FISHERS,D/B/A BRITE COMPUTERS,,VICTOR,NY,14564,UNITED STATES,SHARON KELLY,,,,
38810,BUTLER ANIMAL HEALTH SUPPLY,400 METRO PLACE NORTH,D/B/A BUTLER SCHEIN ANIMAL HEALTH SU,,DUBLIN,OH,43017,UNITED STATES,CLINT KERNS,,,,
38821,GARDEN CITY CONSTRUCTION CO INC,7219 JOHNSTON ST,D/B/A URETEK - ICP DEEP SOUTH,,LAFAYETTE,LA,70503,UNITED STATES,SHERMAN BILLEDEAUX,CELL,,,
38881,CB&I ENVIRONMENTAL & INFRASTRUCTURE,4171 ESSEN LANE,FKA SHAW ENVIRONMENTAL INC,,BATON ROUGE,LA,70809,UNITED STATES,TYSON HACKENBERG,,,,
39160,ASCENSION READY MIX INC,PO BOX 510,,,PRAIRIEVILLE,LA,70769,UNITED STATES,,,,,
39169,HIV/AIDS ALLIANCE FOR REGION TWO,455 NORTH BLVD STE 250,HAART,,BATON ROUGE,LA,70806,UNITED STATES,VICTORIA MINOR,ACCTS PAYABLE,,1733,
39303,A R K RAMOS FOUNDRY & MANUF CO INC,1321 S WALKER AVENUE,,,OKLAHOMA CITY,OK,73109-1345,UNITED STATES,,,,,
39401,DENALI WATER SOLUTIONS LLC,3308 BERNICE AVE,,,RUSSELLVILLE,AR,72802,UNITED STATES,KARLA BOWDEN,CELL,,,
39410,MTM BUSINESS SYSTEMS,1622 EDINGER AVE STE F,,,TUSTIN,CA,92780,UNITED STATES,JEFF MOLL,CELL,,,NON-M WBE
39425,EBR TRUANCY ASSESSMENT INC,1120 GOVERNMENT ST,TASC,,BATON ROUGE,LA,70802-4802,UNITED STATES,,,,,
39427,CULTUREAL TALENT CONSULTANTS LLC,7461 SW 42ND CT,,,FORT LAUDERDALE,FL,33314,UNITED STATES,DR MICHAEL GAFFLEY,CELL,,,BLK AMER
39449,MB DESIGN CONSULTANTS LLC,5932 KELLYWOOD OAKS DR,,,BATON ROUGE,LA,70817,UNITED STATES,JATINDER GOEL,CELL,,,ASN-PAC AM
39451,COURTESY MOTORS NEW IBERIA LLC,1345 SE EVANGELINE THRUWAY,D/B/A COURTESY CHEVROLET CADILLAC,,BROUSSARD,LA,70518,UNITED STATES,MIKE SOLOMON,CELL,,,MN
39460,DEWEY STANLEY DARK,845 ELIZABETH DR,STAN DARK CREATIVE,,BATON ROUGE,LA,70815,UNITED STATES,STAN DARK,,,,
39573,AMERICAN AUDIO VISUAL LLC,3348 DRUSILLA LN STE 5C,,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
39689,ISREAL GREEN,3677 THOMAS,,,BATON ROUGE,LA,70807,UNITED STATES,,,,,
39691,4-H EQUIPMENT,22680 LA HWY 1032,,,DENHAM SPRINGS,LA,70726,UNITED STATES,RICHARD N BRYAN,OWNER/MANAGER,,,
39694,GN ASSOCIATES INC,1349 LAKESHORE DR,C/O SURETEC INFORMATION SYSTEMS INC,,METAIRIE,LA,70005,UNITED STATES,ERIN RYAN NORTON,CELL,,,NON-M WBE
39729,AMERICAN TANK COMPANY INC,P O BOX 9765,ATTN ROCHELLE ROMERO SEC-TREA,,NEW IBERIA,LA,70562-9765,UNITED STATES,KRISTINA BAKER,CONTROLLER,,,
39858,ENSEMBLE,700 ELMWOOD PARK BLVD STE C,,,HARAHAN,LA,70123,UNITED STATES,HOLLY HAMILTON,**CLOSED AFTER,,,
39965,OSHKOSH CORPORATION,3100 N MCCARTHY ROAD,OSHKOSH AIRPORT PRODUCTS,,APPLETON,WI,54913,UNITED STATES,GREG PFAFF,CELL,,,
40336,SOUTHERN EARTH SCIENCES INC,P O BOX 160745,,,MOBILE,AL,36616-1745,UNITED STATES,,,,,
40346,BARRIERE CONSTRUCTION CO LLC,12601 SCENIC HWY,,,BATON ROUGE,LA,70807,UNITED STATES,VICKI SPELLMAN,,,,
40685,CONTESSIA BROOKS,5126 FULLERTON AVE,,,BAKER,LA,70714,UNITED STATES,,,,,
40699,"JOHN WRIGHT ASSOCIATES INC, DBA",1111 WEST ABRAM STREET,MARKETING & SERVICE ASSOCIATES,,ARLINGTON,TX,76013,UNITED STATES,JOHN WRIGHT,,,,
40716,HMIM,MATERIALS,HIGHWAY MUNICIPAL INDUSTRIAL,PO BOX 752,MANDEVILLE,LA,70470,UNITED STATES,,,,,
40719,THE LAKVOLD GROUP LLC,4520 JAMESTOWN AVE STE 1,,,BATON ROUGE,LA,70808,UNITED STATES,ANGELA,APPRAISER,,,
40745,URETEK USA INC,13900 HUMBLE RD,,,TOMBALL,TX,77377,UNITED STATES,TRAVIS DOWDY,CELL,,,NON-M WBE
40746,ART & EVELYN W LAUCK ABSTRACTING CO,3524 BERKLEY HILLS AVE,DBA LAUCK LAND CO,,BATON ROUGE,LA,70809,UNITED STATES,ART,ABSTRACTOR,,,NON-M WBE
40824,ASSAF SIMONEAUX TAUZIN &,8417 KELWOOD AVENUE,ASSOCIATES INC,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
40869,GATEN'S ADVENTURES UNLIMITED LLC,465 MORRIS RD,,,HAMMOND,LA,70401,UNITED STATES,CHARLES GROSS,,,,MN
40934,PREMIER HVAC SALES LLC,P O BOX 15469,,,BATON ROUGE,LA,70895,UNITED STATES,,,,,
41013,AUSTIN FIRE SYSTEMS LLC,13580 EADS ROAD,,,PRAIRIEVILLE,LA,70769,UNITED STATES,WADE COLEMAN,ACCT EXEC,,,
41181,FILTER BELTS INC,12 WINADA DRIVE,,,WINTHROP,ME,4364,UNITED STATES,RICHARD R GALLO,PRODUCT MANAGER,,,
41235,RIVER CITY FORD OR CURTIS HOPKINS,7787 FLORIDA BLVD,,,BATON ROUGE,LA,70806,UNITED STATES,**REOPENED 8/21/13**,,,,
41260,BRAMIC CREATIVE BUSINESS PRODUCTS,1175 SQUIRES BEACH ROAD UNIT 7,LTD,,PICKERING,ON,L1W3V3,CANADA,HOLLY MOORE,,,,
41291,GOD'S WAY-PROJECT EXCELL INC,11449 FLORIDA BLVD,,,BATON ROUGE,LA,70815,UNITED STATES,LISA TRUSCLAIR,,,,SBMW
41295,XEROX BUSINESS SERVICES LLC,2900 100 ST STE 309,,,URBANDALE,IA,50322,UNITED STATES,,,,,
41303,ADVANTACLEAN OF METRO,660 LAKEVIEW DR,BATON ROUGE LLC,,DENHAM SPRINGS,LA,70726,UNITED STATES,BRADLEY LYNCH,OWNER,,,
41356,BATON ROUGE ALLIANCE FOR TRANSITION,260 SOUTH ACADIAN THRUWAY,LIVING dba YOUTH OASIS,,BATON ROUGE,LA,70806,UNITED STATES,FOR 2 PROGRAMS ON PO #120890,,,,
41577,FERNO-WASHINGTON INC,70 WEIL WAY,,,WILMINGTON,OH,45177,UNITED STATES,BECKY JENKINS,SALES REP,,1222,
41578,ENDRESS & HAUSER INC,2350 ENDRESS PLACE,,,GREENWOOD,IN,46143,UNITED STATES,FAYE JANSON,,,,
42039,ENFOPOINT LLC,330 FRANKLIN RD STE 135A-164,D/B/A ENFOPOINT SOLUTIONS LLC,,BRENTWOOD,TN,37027,UNITED STATES,JUDY SPEAR,CELL,,,NON-M WBE
42124,ARKEL CONSTRUCTORS INC,PO BOX 4307,,,BATON ROUGE,LA,70821,UNITED STATES,CHRIST A TOWN,VICE PRESIDENT,,,
42248,BAYOU FOREST PRODUCTS INC,3885 CHOUPIQUE RD,,,SULPHUR,LA,70665,UNITED STATES,JACOB WILLIAMS,,,,
42269,YOUNG'S PLUMBING COMPANY,8431 ATHENS,WALTER YOUNG,,BATON ROUGE,LA,70814,UNITED STATES,,,,,
42362,CONVENIENT CARE LLC DBA,7777 HENNESSY BLVD 1004 154,TOTAL OCCUPATIONAL MEDICINE,,BATON ROUGE,LA,70809,UNITED STATES,***PER NATALIE AT TOTAL OCCUP,,,,
42399,DASHER PRINTING SERVICES INC,P O BOX 471024,,,CHARLOTTE,NC,28247-1024,UNITED STATES,ALLEN A DASHER,,,,
42547,PATTON AIRE LLC,1204 KINGS VIEW CIRCLE,MELANIE PATTON,,JACKSON,LA,70748,UNITED STATES,,,,,
42611,AUTOMATED STORAGE & RETRIEVAL LLC,3 SCHENKERS DR,,,KENNER,LA,70062,UNITED STATES,MICHAEL VARISCO,CELL,,,
42756,MYTHICS INC,1439 N GREAT DECK RD,,,VIRGINIA BEACH,VA,23454,UNITED STATES,CINDY REDDICK,CELL,,,SBE
42762,MARTY LEBLANC,1500 ELM LANE,,,CENTREVILLE,MS,39631,UNITED STATES,MARTY OR CHARLENE LEBLANC,OWNERS,,,
42812,A-1 ALUMINUM LLC,11449 PENNYWOOD AVE,,,BATON ROUGE,LA,70809,UNITED STATES,KEN CROW,OWNER,,,
42841,PENN VALLEY PUMP CO,998 EASTON RD,,,WARRINGTON,PA,18976,UNITED STATES,LESLIE BURRAGE,CELL,,,
42851,VELOCITY INDUSTRIAL,17300 HIGHWAY 205,,,TERRELL,TX,75160,UNITED STATES,JENNIFER BLOCKBURN,,,,NON-M WBE
42852,COSTAR REALTY INFORMATION INC,P O BOX 791123,D/B/A LOOPNET,,BALTIMORE,MD,21279-1123,UNITED STATES,**BUILT PER REQUEST FROM,,,,
