RECORD TYPE,PURCHASE ORDER NUMBER,ITEM NUMBER,ITEM DESCRIPTION,ITEM UNIT COST,ITEM QUANTITY ORDERED,ITEM UNIT OF MEASURE,ITEM TOTAL COST,UNIQUE ID
D,PO150981,3,HPA272L HON-GSA_CREDENZA                           PARK AVE CREDENZA W/ 36W                           LATERAL FILE LEFT 72W X 24D                        SELECT EDGE DETAIL .B BEADED EDGE                  SELECT HANDLE DETAIL .F FLUTED/SATIN NICKEL,932.52,1,EA,932.52,PO1509810003
D,PO150981,4,HNI HON-GSA                                        NUCLEUS MID BACK WORK CHAIR                        NARM .A ARM: ADJUSTABLE ARM                        SELECT CASTER .H CASTER: HARD                      NBACK .UP BACK: UPHOLSTERED BACK,347.1,1,EA,347.1,PO1509810004
D,PO150981,5,HPA612X HON-GSA BOOKCASE                           PARK AVE 5-SHELF BOOKCASE 36W X 14D X 66H          SELECT EDGE DETAIL .B BEADED EDGE                  SELECT VENEER COLOR .NN VEN: MAHOGANY              STATE CONTRACT # 409946,758.48,1,EA,758.48,PO1509810005
D,PO150981,6,HH870960 HON-GSA TASKLIGHT                         TASKLIGHT 60W                                      STATE CONTRACT # 409946,73.44,1,EA,73.44,PO1509810006
D,PO150981,7,HN6 HON-GSA CHAIR                                  NUCLEUSGUEST MULTI-PURPOSE CHAIR FOUR LEG STACKING FRAME NARM-1 .F ARM: FIXED ARM                     NCASTER .E OPTION: GLIDE                           NBACK-1 .IM BACK: STRETCH BLACK,260.91,2,EA,521.82,PO1509810007
D,PO150981,8,HPA707G HON-GSA_                                   PARK AVE STACK-ON STG 4 FROST                      NICKEL DOORS 72W X 37H                             SELECT EDGE DETAIL .B BEADED EDGE                  SELECT VENEER COLOR .NN VEN: MAHOGANY,1110.36,1,EA,1110.36,PO1509810008
D,PO150981,9,"HTVXP42 HON-GSA_                                   PRESIDE VENEER PANEL X BASE FOR 42"" TOPS           SELECT FINISH .N VEN: MAHOGANY                                                                        SMALL CONFERENCE ROOM",348.46,1,EA,348.46,PO1509810009
D,PO150981,10,"HPA802X HON-GSA_                                   PARK AVE VENEER ROUND TOPS 42"" DIAMETER            SELECT EDGE DETAIL .B BEADED EDGE                  SELECT COMMUNICATION PORT HOLE .N NO CUTOUT        SELECT VENEER COLOR .NN VEN: MAHOGANY",615.6,1,EA,615.6,PO1509810010
D,PO150981,11,HN6 HON-GSA                                        NUCLEUSGUEST MULTI-PURPOSE CHAIR FOUR LEG STACKING FRAME NARM-1 .F ARM: FIXED ARM                     NCASTER .A OPTION: ALL SURFACE CASTER              NBACK-1 .IM BACK: STRETCH BLACK,260.91,4,EA,1043.64,PO1509810011
D,PO150981,12,HPA061R HON-GSA                                    PARK AVE RECT FLUSH MOD PANEL                      66W X 30D X 29 1/2H RIGH                           SELECT EDGE DETAIL .B BEADED EDGE                  SELECT HANDLE DETAIL .F FLUTED/SATIN NICKEL,970.14,1,EA,970.14,PO1509810012
D,PO150981,13,HPA122L HON-GSA                                    PARK AVE LEFT RETURN F/F 42 X 24D                  SELECT EDGE DETAIL .B BEADED EDGE                  SELECT HANDLE DETAIL .F FLUTED/SATIN NICKEL        SELECT VENEER COLOR .NN VEN: MAHOGANY,688.56,1,EA,688.56,PO1509810013
D,PO150981,16,HPA636X HON-GSA_                                   PARK AVE LATERAL FILE 36W X 24D X 29 1/2           2 DRAWER                                           SELECT EDGE DETAIL .B BEADED EDGE                  SELECT HANDLE DETAIL .F FLUTED/SATIN NICKEL,687.42,1,EA,687.42,PO1509810016
D,PO150981,18,******CHANGE ORDER NO. 1 ****************          THIS CHANGE ISSUED TO CORRECT PRICING ON ITEM 0004 NUCLEUS MID BACK WORK CHAIR PER VENDOR REVISED QT  #656 .A ARM: ADJUSTABLE ARM .H CASTER: HARD       NBACK .UP BACK: UPHOLSTERED BACK,366.6,1,EA,366.6,PO1509810018
D,PO150981,19,**********CHANGE ORDER NO. 1 ********************* THIS CHANGE ISSUED TO CORRECT PRICING ON ITEM 0004 NUCLEUS MID BACK WORK CHAIR PER REVISED VENDOR QT  #656 ARM: ADJUSTABLE CASTER: HARD                NBACK .UP BACK: UPHOLSTERED BACK,366.6,1,EA,366.6,PO1509810019
D,PO150981,20,*******THIS ITEM IS TO DELETE ITEM 0004 DUE TO***  INCORRECT PRICING FOR NUCLEUS MID BACK WORK CHAIR  REFER TO ITEM 0018 FOR CORRECT PRICING OF CHAIR,0,1,EA,0,PO1509810020
D,PO150981,21,*******THIS ITEM IS TO DELETE ITEM 0017 DUE TO**** INCORRECT PRICING FOR NUCLEUS MID BACK WORK CHAIR  REFER TO ITEM 0019 FOR CORRECT PRICING OF CHAIR,0,1,EA,0,PO1509810021
D,PO150982,1,HPE304 HON-GSA                                     PENN AVE 4 DRAWER LATERAL FILE 36W X 20D X 53H     SELECT VENEER COLOR .NN VEN: MAHOGANY              STATE CONTRACT #409946                             DIRECTOR OF MAINTENANCE,1182.94,1,EA,1182.94,PO1509820001
D,PO150982,2,HPE742R HON-GSA                                    PENN AVE 72W X 36D X 30 1/2H SINGLE PED DESK RT    BOX/FILE                                           SELECT VENEER COLOR .NN VEN: MAHOGANY              STATE CONTRACT #409946,1097.82,1,EA,1097.82,PO1509820002
D,PO150982,3,HPE711L HON-GSA                                    PENN AVE 48W X 24D X 30 1/2H LEFT RETURN           BOX/FILE                                           SELECT VENEER COLOR .NN VEN: MAHOGANY              STATE CONTRACT #409946,771.02,1,EA,771.02,PO1509820003
D,PO150982,4,HN1 HON-GSA                                        NUCLEUS MID BACK WORK CHAIR                        NARM .A ARM: AJUSTABLE ARM                         SELECT CASTER .H CASTER: HARD                      NBACK .UP BACK: UPHOLSTERED BACK,492.57,1,EA,492.57,PO1509820004
D,PO150983,1,"MANUFACTURER REPLACEMENT PUMP - NO SUBSTITUTE OR   COMPARABLE ITEM.                                   FAIRBANKS MORSE MODEL 6"" D5433MV SUBMERSIBLE NON- CLOG PUMP W/15HP 1200 RPM 3/60/230V MOTOR.       REF S/N: K4B1-061894",18775,1,EA,18775,PO1509830001
D,PO150985,1,ANNUAL INSPECTION OF (10) FULTON PHW 2000 UNITS                                                       PURCHASED IN ACCORDANCE WITH SECTION 1:705 (C) OF  THE PURCHASING ORDINANCE,1500,10,EA,15000,PO1509850001
D,PO150986,1,BUILDING & PLUMBING: TO PROVIDE INSURANCE LABOR & MATERIALS FOR REPAIR PER SPECIFICATIONS & SCOPE OF WORK FOR: OWNER: WILLIE JARRELL                    ADDRESS: 6364 FLAG STREET                          PROJECT: CDBG-14-LR-0040,6000,1,JB,6000,PO1509860001
D,PO150988,1,AGREEMENT FOR APPRAISAL SERVICES (ACQUISTION)      FOR ACQUIRING RIGHT OF WAY AND SERVITUDE RELATED   TO FEDERALLY-FUNDED PROJECTS ENTITLED              CUYHANGE PARKWAY BRIDGE OVER JONES CREEK           CITY PARISH PROJECT NO. 12-BT-PT-019,3600,1,JB,3600,PO1509880001
D,PO150991,1,PRO GUARD PARTITION PLASTIC HALF METAL MESH       INSERT PART # P5612C11A                            CONTRACT # A14-0166 ITEM #1,378,30,EA,11340,PO1509910001
D,PO150991,2,PRO GUARD PLASTIC SEAT PART # S56C06              CONTRACT #A14-0166 ITEM #2,281,32,EA,8992,PO1509910002
D,PO150991,3,PLASTIC FLOOR PAN PRO GUARD PART # S56C06         CONTRACT # A14-0166 ITEM #3,113,32,EA,3616,PO1509910003
D,PO150991,4,GUN MOUNT PRO GUARD PART # G490640                CONTRACT # A14-0166 ITEM #4,196,32,EA,6272,PO1509910004
D,PO150991,5,RECESSED PANEL FOR GUN MOUNT FOR PARTITION        PRO GUARD PART #SP56BS11                           CONTRACT #A14-0166 ITEM #6,55,30,EA,1650,PO1509910005
D,PO150991,6,KICK PANEL PRO GUARD PART # RP56C11                CONTRACT # A14-0166 ITEM #5,49,30,EA,1470,PO1509910006
D,PO150991,8,HAVIS CUP HOLDER C-CUP2-1                         CONTRACT #A14-0166 ITEM #12,25,32,EA,800,PO1509910008
D,PO150991,9,SIDE MOUNT ARM REST HAVIS PART # C-ARM-102        CONTRACT # A14-0166 ITEM # 13,42,32,EA,1344,PO1509910009
D,PO150991,10,COMPUTER BASE SIDE CONSOLE HAVIS PART# C-HDM-204  CONTRACT #A14-0166 ITEM #8,100,32,EA,3200,PO1509910010
D,PO150991,11,COMPUTER ADAPTER BRACKET HAVIS PART#C-HDM-303     CONTRACT A14-0166 ITEM #9,22,32,EA,704,PO1509910011
D,PO150991,12,COMPUTER TILT SWIVEL BRACKET HAVIS # C-HDM-202    CONTRACT A14-0166 ITEM #10,45,32,EA,1440,PO1509910012
D,PO150991,13,COMPUTER TOP HAVIS PART# C-3090                   CONTRACT A14-0166 ITEM #11,83,32,EA,2656,PO1509910013
D,PO150991,14,PUSH BUMPER BODYGUARD-HIGH STRENGTH ALUMINUM       SETINA PART # PB400                                CONTRACT #A14-0166 ITEM 16,231,32,EA,7392,PO1509910014
D,PO150994,1,"2016 FLEET/NON-RETAIL CHEVROLET EXPRESS COMMERCIAL CUTAWAY 4500 VAN  159"";PLEASE SEE SPECIFICATIONS   FOR DETAILS.                                       ***** VEHICLES ARE TO BE SHIPPED TO CUSTOM BUILT   AMBULANCES 152 CHRIST THE KING RD OPELOUSAS LA",26640,2,EA,53280,PO1509940001
D,PO150997,3,RENEWAL OF AVL SOFTWARE SUPPORT/MAINTENANCE        01/01/2015 THRU 12/31/2015.,20100,1,EA,20100,PO1509970003
D,PO150997,5,RENEWAL OF FIELD INTERVIEW SOFTWARE SUPPORT AND    MAINTENANCE 01/01/2015 - 12/31/2015.,500,1,EA,500,PO1509970005
D,PO150997,6,RENEWAL OF DATA CRASH SOFTWARE SUPPORT AND         MAINTENANCE 01/01/2015 - 12/31/2015.,13200,1,EA,13200,PO1509970006
D,PO151000,1,EMERGENCY PURCHASE - CHILLERS COMPRESSOR @ PARISH  PRISON COMPLEX.                                    TOTAL REBULD OF CHILLER #1 AT THE PARISH PRISON    MAJOR COMPRESSOR MOTOR CONTRACTORS AND ADAPTIVIEW DISPLAY CONTROLLER,116800,1,EA,116800,PO1510000001
D,PO151008,1,36 X 24 (Y1323.3A06G) +CONNECT S3002 DATA OPEN-   INGS PWR CORD W/PLUG END 6' CORD/CONDUIT        GROUMMET  MOUNT.  AGENCY CONTACT; PATRICIA HUSBAND 231-3780  VENDOR: ELIZABETH LABORDE 448-0063       STATE CONTRACT #409250; LINE #1,110.88,4,EA,443.52,PO1510080001
D,PO151008,2,36 X 60 TABLE POWER (Y1323.3A06G) +CONNECT S300 2 SIMPLEX RECEPT 2 DATA OPENINGS PWR CORD W/PLUG   END 6' CORD/CONDUIT GROMMET MOUNT,110.88,4,EA,443.52,PO1510080002
D,PO151008,3,36 X 84 (Y1323.3A06G) +CONNECT S3002 DATA OPEN-   INGS PWR CORD W/PLUG END 6' CORD/CONDUIT        GROUMMET  MOUNT.,110.88,1,EA,110.88,PO1510080003
D,PO151008,4,CAPER CHAIR (WC121P)    +CHR CAPER MULTIPURPOSE  FLEXNET SEAT  FIXED ARM,420.18,27,EA,11344.86,PO1510080004
D,PO151008,5,CAPER STOOL (SA606147) MULTIPURPOSE CHAIR,460.13,5,EA,2300.65,PO1510080005
D,PO151008,6,TASK OPTION C (CJ122AAUC) +WK CHR CELLE STD-HT  TLT LIM ADJ ARMS/SEAT UPHST CUSTION SEAT/CELLU-  LAR SUSP BCKUNT.,445.09,11,EA,4895.99,PO1510080006
D,PO151008,7,WORK ROOM 120 (LG890.120) +PEDESTAL ADD-ON CUSHION  TOP 1H 20D,61.69,6,EA,370.14,PO1510080007
D,PO151008,8,(LW110.20BF) +PED W-PULL MOBILE 20 D B/F,168.95,6,EA,1013.7,PO1510080008
D,PO151008,9,(XXSERVICE) INSTALL SUBC  LABOR TO RECEIVE &      INSTALL DURING NORMAL BUSINESS HOURS,0,1,EA,0,PO1510080009
D,PO151009,2,NO ITEM,0,1,JB,0,PO1510090002
D,PO151010,1,30 X 60 CASTERS (DT1ES.3060LP) +D-SHAPTED TABL    SQUARED EDGE LA POST LEG 30D 60W                 AGENCY CONTACT:_PATRICIA HUSBAND 231-3780          VENDOR CONTACT: ELIZABETH LABORDE 448-0063; HERMAN MILLER-TERM CONTRACT# 00000734/SOLICITATION 13032,368.45,4,EA,1473.8,PO1510100001
D,PO151010,2,30 X 60 CASTERS (DT1AS.3060LP) +RECTANGULAR TABLE  SQUARED EDGE LAM POST LEG 30D 60W,345.35,3,EA,1036.05,PO1510100002
D,PO151010,3,36 X 42 (SA594882) RECTANGULAR TABLE,362.67,4,EA,1450.68,PO1510100003
D,PO151010,4,36 X 60 (SA594883) RECTANGULAR TABLE,362.67,4,EA,1450.68,PO1510100004
D,PO151010,6,36 X 84 (SA594885) RETANGULAR TABLE,639.49,1,EA,639.49,PO1510100006
D,PO151010,7,ADULT COMPUTER (FW140.08069) @PWR ENTRY INTERNAL  DIRECT CONNECT 8-WIRE 4-CIRCUIT SHARED NEUTRAL  6'L                                                ASSIGNED TAG #127503 TO LINES #7 THROUGH #17;      ADULT COMPUTER STATION UNIT,67.76,2,EA,135.52,PO1510100007
D,PO151010,8,(FW150.0872) @POWER HARNESS 8-WIRE 4-CIRCUIT    SHARED NEURTRAL 72W,125.13,2,EA,250.26,PO1510100008
D,PO151010,9,(FW410.14725A) @ BEAM-ATT SCREEN GLASS OPAL      ETCHED 13 1/2H 72W,333.03,2,EA,666.06,PO1510100009
D,PO151010,10,(FW120.6072A) @BEAM SECTION DOUBLE-SIDED         CONTINUOUS ACCESS DATA 60D 72W,1093.02,2,EA,2186.04,PO1510100010
D,PO151010,11,"ACCESS DOOR/ACCESSORY CHANNEL FINISH   AN  @CLEAR  ANODIZED ALUMINUM (FW124.72) @TRIM STRIP BEAM     ACCESSORY CHANNEL 72"" LONG",57.37,2,EA,114.74,PO1510100011
D,PO151010,12,SURFACE FINISH  AN @CLEAR ANODIZED ALUMINUM        (FW143.D) @FLOOR PWR ENTRY COVER FOR DOUBLE SIDED BEAM SECTION,154,2,EA,308,PO1510100012
D,PO151010,13,SUPPORT BODY FINISH MS @METALLIC SILVER (FW15U.08) @DUAL USB RECEPTACLE 2 AMP 8-WIRE 4-CIRCUIT    SHARED NEUTRAL,50.05,4,EA,200.2,PO1510100013
D,PO151010,14,FINISH 91 @WHITE  (FW152.AN)   @4-CIRCUIT          RECEPTACLE 15 AMP 8-WIRE DUPLEX SHARED NEUTRAL CIRCUIT A 6/PKG,62.76,1,EA,62.76,PO1510100014
D,PO151010,15,FINISH BK @ BLACK (FW152.BN) @4-CIRCUIT RECEPTACLE 15 AMP 8-WIRE DUPLEX SHARED NEUTRAL CIRCUIT B  6/PKG,62.76,1,EA,62.76,PO1510100015
D,PO151010,16,FINISH BK @ BLACK (FWS10E.3081LA) @RECT SURF END  POSITION FOR USE W/ACCESS DOOR LAM 30D 81W,182.11,4,EA,728.44,PO1510100016
D,PO151010,17,TOP/EDGE FINISH 91 @WHITE (FW130.60SA)  @OPEN END  SUPPORT 60: DEEP DOUBLE-SIDED NON-HNDED FOR USE  W/ACCESS DDOORS,546.7,4,EA,2186.8,PO1510100017
D,PO151010,18,EAMES SIDE SPARROW  32 DSR.  +SIDE CHAIR MOLDED   PLASTIC WIRE BASE,186.96,32,EA,5982.72,PO1510100018
D,PO151010,19,EAMES SIDE TEENS  14 DSR  +SIDE CHAIR MOLDED      PLASTIC WIRE BASE,186.96,14,EA,2617.44,PO1510100019
D,PO151010,20,14 DSR. +SIDE CHAIR MODED PLASTIC WIRE BASE,186.96,14,EA,2617.44,PO1510100020
D,PO151010,21,FILE CABINETS (LW200.364) +LAT FILE W-PULL        FREESTD 4 DWR 36W POST LEG 30D 60W,648.48,2,EA,1296.96,PO1510100021
D,PO151010,22,ZCELH  @EXACT SIZE FILE TOP SQ-EDGE LAM TOP,272.8,1,EA,272.8,PO1510100022
D,PO151010,23,OFFICE 105 (FV696.48) +STIFFNER 48W               ASSIGNED TAG #127504 TO LINES 23 THROUGH 35;       OFFICE 105 UNIT,26.95,1,EA,26.95,PO1510100023
D,PO151010,24,"(FF890.206603) @CREDENZA TOP FOR WOOD CREDENZA    3/8"" LAM TOP 66W",195.2,2,EA,390.4,PO1510100024
D,PO151010,25,TOP FINISH  HM  @NATURAL MAPLE  (FF902.29)         @OPEN SHELF ORGANIZER ATTACHMENT BRKT 29W,75.85,1,EA,75.85,PO1510100025
D,PO151010,26,"FINISH 91 @WHITE  (FT298.M)  +SURFACE SUPPORT LOW CREDENZA FXD HGHT FOR USE W/THIN TOP LOW CREDNZA W/4""H FOOT",71.23,1,EA,71.23,PO1510100026
D,PO151010,27,SURFACE FINISH 91 +WHITE  9FTS10.3090LS +RECTANGU- LAR SURFACE SQ-EDGE LAM TOP/VINYL EDGE 30D 90W NO BRKTS,236.01,1,EA,236.01,PO1510100027
D,PO151010,28,TOP/EDGE FINISH  HM  +NATURAL MAPLE  (FV689.P)     +SUPPORT LEG POST,63.91,2,EA,127.82,PO1510100028
D,PO151010,29,"SURFACE FINISH 91 +WHITE  (FF900.1329L) @OPEN      SHELF ORGANIZER 12 1/3""H 29W LAM",293.76,1,EA,293.76,PO1510100029
D,PO151010,30,FFC700.36204LNT @WOOD LOW CRED OPEN 4H FOOT LAM  CASE/BASE NO TOP 36W 20D,544.39,1,EA,544.39,PO1510100030
D,PO151010,31,"FV694.A12A54  +SCREEN TRANSLUCENT PLASTIC 12""    BELOW WS 54W LA POST LEG 30D 60W",306.08,1,EA,306.08,PO1510100031
D,PO151010,32,FV980.WM2366R +TACKBOARD WALL MNTD TCKBLE        FABRIC HRZNTL 23H 66W,186.73,2,EA,373.46,PO1510100032
D,PO151010,33,"FF300.4636144L03 @WOOD FREESTD BOOKCASE 4""H FOOT LAM TOOP 46H 36W 14DST LEG 30D 60W",626.4,2,EA,1252.8,PO1510100033
D,PO151010,34,FFC71K.36204LNT @WOOD LOW CRED W/DOORS BAR PULL  4H FOOT LAM CASE/DOOR NO TOP W/LOCK 36W 20D,731.12,1,EA,731.12,PO1510100034
D,PO151010,35,FFC73K.60204AALNT @WOOD LOW CRED OPEN W/DRWS BAR PULL 4H FOOT AA LAM CASE/FRT NO TOP W/LOCK    60W 20D,1161.93,1,EA,1161.93,PO1510100035
D,PO151010,36,OFFICE 210   FV696.48  +STIFFNER 48W,26.95,1,EA,26.95,PO1510100036
D,PO151010,37,FF902.29 @OPEN SHELF ORGANIZER ATTACHMENT BRKT 29W,75.85,1,EA,75.85,PO1510100037
D,PO151010,38,FTS10.3072LS +RECTANGULAR SURFACE SQ-EDGE LAM    TOP/VINYL EDGE 30D 72W NO BRKTS,197.51,1,EA,197.51,PO1510100038
D,PO151010,39,FV689.P +SUPPORT LEG POST,67.76,2,EA,135.52,PO1510100039
D,PO151010,40,"FF900.1330L @OPEN SHELF ORGANIZER 12 1/3""H 30W    LAM",305.31,1,EA,305.31,PO1510100040
D,PO151010,41,"FV694.A12A42 +SCREEN TRANSLUCENT PLASTIC 12""     BELOW WS 42W",284.9,1,EA,284.9,PO1510100041
D,PO151010,42,FV980.WM2342T +TACKBOARD WALL MNTD TCKBLE FABRIC  23H 42W,144.38,1,EA,144.38,PO1510100042
D,PO151010,44,"FF300.4636144L03 @WOOD FREESTD BOOKCASE 4""H FOOT LAM 3/8"" LAM TOP 46H 36W 14D",653.73,2,EA,1307.46,PO1510100044
D,PO151010,45,"FFC71K.42204L03  @WOOD LOW CRED W/DOORS BAR PULL  4H FOOT LAM CASE/DOOR 3/8"" LAM TOP W/LOCK 42W   20D",920.92,1,EA,920.92,PO1510100045
D,PO151010,46,"FFC73K.72204AFL03 @WOOD LOW CRED OPEN W/DRWS BAR PULL 4H FOOT AF LAM CASE/FRT 3/8"" LAM TOP     W/LOCK 42W 20D",1358.67,1,EA,1358.67,PO1510100046
D,PO151010,47,FW123.D  @IN-LINE BEAM CONN FOR DOUBLE-SIDED BEAM SECTION                                            ASSIGNED TAG #127505 TO LINES 47 THROUGH 64;       TEEN COMPUTER STATION UNIT,71.23,6,EA,427.38,PO1510100047
D,PO151010,48,FW150.0848 @POWER HARNESS 8-WIRE 4-CIRCUIT      SHARED NEUTRAL 48W,94.33,4,EA,377.32,PO1510100048
D,PO151010,49,FW150.0872   @POWER HARNESS 8-WIRE 4-CIRCUIT    SHARED NEUTRAL 72W,125.13,2,EA,250.26,PO1510100049
D,PO151010,50,FW151.08S @HARNESS-TO-HARNESS JUMPER 8-WIRE      4-CIRCUIT SHARED NEUTRAL FOR STRGHT HARNESS CONN,34.65,6,EA,207.9,PO1510100050
D,PO151010,51,FW410.14485A @BEAM-ATT SCREEN GLASS OPAL ETCHED  13 1/2H 48W,233.7,4,EA,934.8,PO1510100051
D,PO151010,52,FW410.14725A @BEAM-ATT SCREEN GLASS OPAL ETCHED  13 1/2H 72W,333.03,2,EA,666.06,PO1510100052
D,PO151010,53,FW140.0806 @PWR ENTRY INTERNAL DIRECT CONNECT    8-WIRE 4-CIRCUIT SHARED NEUTRAL 6'L,67.76,2,EA,135.52,PO1510100053
D,PO151010,54,FW120.6048A @BEAM SECTION DOUBLE-SIDED CONTIN-   UOUS ACCESS DATA 60D 48W,773.47,4,EA,3093.88,PO1510100054
D,PO151010,55,FW120.6072A @BEAM SECTION DOUBLE-SIDED           CONTINUOUS ACCESS DATA 60D 72W,1093.02,2,EA,2186.04,PO1510100055
D,PO151010,56,FW15U.08 @DUAL USB RECEPTACLE 2 AMP 8-WIRE      4-CIRCUIT SHARED NEUTRAL,50.05,8,EA,400.4,PO1510100056
D,PO151010,57,FW152.AN @4-CIRCUIT RECEPTACLE 15 AMP 8-WIRE     DUPLEX SHARED NEUTRAL CIRCUIT A 6/PKG,62.76,4,EA,251.04,PO1510100057
D,PO151010,58,FW152.DG @4-CIRCUIT RECEPTACLE 15 AMP 8-WIRE     DUPLEX SHARED NEUTRAL CIRCUIT D ISOLATED GROUND 6/PKG,62.76,4,EA,251.04,PO1510100058
D,PO151010,59,FW143.D @FLOOR WR ENTRY COVER FOR DOUBLE-SIDED    BEAM SECTION LA POST LEG 30D 60W,154,2,EA,308,PO1510100059
D,PO151010,60,"FW124.48 @TRIM STRIP BEAM ACCESSORY CHANNEL 48""   LONG",40.43,4,EA,161.72,PO1510100060
D,PO151010,61,"FW124.72 @TRIM STRIP BEAM ACCESSORY CHANNEL 72""   LONG",57.37,2,EA,114.74,PO1510100061
D,PO151010,62,FWS10E.3087LA @RECT SURF END POSITION FOR USE    W/ACCESS DOOR LAM 30D 87W 30D 60W,202.13,8,EA,1617.04,PO1510100062
D,PO151010,63,FW132.DP @CLOSED MID-RUN SUPPORT FOR DOUBLE-SIDED BEAM SECTION PWRD,275.28,2,EA,550.56,PO1510100063
D,PO151010,64,"FW130.60SA @OPEN END SUPPORT 60"" DEEP DOUBLE-     SIDED NON-HNDED FOR USE W/BEAM W/ACCESS DOORS",546.7,4,EA,2186.8,PO1510100064
D,PO151010,65,WORK ROOM 104  G6160.AD @ TWIST LED TASK LIGHT    SINGLE UNIT BRKT ATT,147.07,1,EA,147.07,PO1510100065
D,PO151010,66,FV446.WM2272LL @OVERHEAD STRG CAB HNGD DRS WALL  MNTD LAM CASE/DR LOCK 22H 72W,864.33,1,EA,864.33,PO1510100066
D,PO151010,67,DT1AS.2472LP +RECTANGULAR TABLE SQUARED EDGE LAM POST LEG 24D 72W,379.61,1,EA,379.61,PO1510100067
D,PO151010,68,DU6ACSV.2460LC @VARY EASY RECT TBL C-FOOT        SQ-EDGE LAM TOP/ THERMO EDGE CRANK SIT-TO-STAND 24D 60W,898.21,1,EA,898.21,PO1510100068
D,PO151010,69,26-3020-7   +LATERAL FILE STD PULL 7-HIGH 30W 20D,1569.15,2,EA,3138.3,PO1510100069
D,PO151010,70,FV696.48  +STIFFENER 48W                          ASSIGNED TAG #127506 TO LINES #70 THROUGH #77;     DESK SETUP WORKROOM 120 UNIT,26.95,4,EA,107.8,PO1510100070
D,PO151010,71,FT298.M  +SURFACE SUPPORT LOW CREDENZA FXD HGHT FOR USE W/THIN TOP LOW CREDNZA 60W,75.08,5,EA,375.4,PO1510100071
